,drug_name,dates
7684,Bupropion (Page 69),"August 21, 2010"
7685,Bupropion (Page 69),"August 20, 2010"
7686,Bupropion (Page 69),"August 9, 2010"
7687,Bupropion (Page 69),"August 4, 2010"
7688,Bupropion (Page 69),"July 29, 2010"
7689,Bupropion (Page 69),"July 26, 2010"
7690,Bupropion (Page 69),"July 25, 2010"
7691,Bupropion (Page 69),"July 19, 2010"
7692,Bupropion (Page 69),"July 13, 2010"
7693,Bupropion (Page 69),"July 7, 2010"
7694,Bupropion (Page 69),"June 30, 2010"
7695,Bupropion (Page 69),"June 30, 2010"
7696,Bupropion (Page 69),"June 16, 2010"
7697,Bupropion (Page 69),"June 14, 2010"
7698,Bupropion (Page 69),"June 14, 2010"
7699,Bupropion (Page 69),"June 10, 2010"
7700,Bupropion (Page 70),"June 9, 2010"
7701,Bupropion (Page 70),"June 2, 2010"
7702,Bupropion (Page 70),"June 1, 2010"
7703,Bupropion (Page 70),"May 31, 2010"
7704,Bupropion (Page 70),"May 30, 2010"
7705,Bupropion (Page 70),"May 29, 2010"
7706,Bupropion (Page 70),"May 29, 2010"
7707,Bupropion (Page 70),"May 27, 2010"
7708,Bupropion (Page 70),"May 23, 2010"
7709,Bupropion (Page 70),"May 19, 2010"
7710,Bupropion (Page 70),"April 27, 2010"
7711,Bupropion (Page 70),"April 25, 2010"
7712,Bupropion (Page 70),"April 23, 2010"
7713,Bupropion (Page 70),"April 20, 2010"
7714,Bupropion (Page 70),"April 18, 2010"
7715,Bupropion (Page 70),"April 14, 2010"
7716,Bupropion (Page 70),"April 5, 2010"
7717,Bupropion (Page 70),"April 3, 2010"
7718,Bupropion (Page 70),"March 30, 2010"
7719,Bupropion (Page 70),"March 28, 2010"
7720,Bupropion (Page 70),"March 27, 2010"
7721,Bupropion (Page 70),"March 18, 2010"
7722,Bupropion (Page 70),"March 15, 2010"
7723,Bupropion (Page 70),"March 8, 2010"
7724,Bupropion (Page 70),"March 6, 2010"
7725,Bupropion (Page 71),"February 15, 2010"
7726,Bupropion (Page 71),"February 10, 2010"
7727,Bupropion (Page 71),"February 10, 2010"
7728,Bupropion (Page 71),"February 5, 2010"
7729,Bupropion (Page 71),"February 1, 2010"
7730,Bupropion (Page 71),"January 26, 2010"
7731,Bupropion (Page 71),"January 20, 2010"
7732,Bupropion (Page 71),"January 20, 2010"
7733,Bupropion (Page 71),"January 20, 2010"
7734,Bupropion (Page 71),"January 18, 2010"
7735,Bupropion (Page 71),"January 13, 2010"
7736,Bupropion (Page 71),"January 13, 2010"
7737,Bupropion (Page 71),"January 13, 2010"
7738,Bupropion (Page 71),"January 13, 2010"
7739,Bupropion (Page 71),"January 10, 2010"
7740,Bupropion (Page 71),"January 6, 2010"
7741,Bupropion (Page 71),"January 3, 2010"
7742,Bupropion (Page 71),"January 2, 2010"
7743,Bupropion (Page 71),"December 28, 2009"
7744,Bupropion (Page 71),"December 19, 2009"
7745,Bupropion (Page 71),"December 13, 2009"
7746,Bupropion (Page 71),"December 13, 2009"
7747,Bupropion (Page 71),"December 11, 2009"
7748,Bupropion (Page 71),"December 9, 2009"
7749,Bupropion (Page 71),"December 8, 2009"
7750,Bupropion (Page 72),"December 7, 2009"
7751,Bupropion (Page 72),"December 6, 2009"
7752,Bupropion (Page 72),"December 6, 2009"
7753,Bupropion (Page 72),"December 5, 2009"
7754,Bupropion (Page 72),"December 5, 2009"
7755,Bupropion (Page 72),"December 4, 2009"
7756,Bupropion (Page 72),"December 2, 2009"
7757,Bupropion (Page 72),"November 30, 2009"
7758,Bupropion (Page 72),"November 30, 2009"
7759,Bupropion (Page 72),"November 24, 2009"
7760,Bupropion (Page 72),"November 23, 2009"
7761,Bupropion (Page 72),"November 19, 2009"
7762,Bupropion (Page 72),"November 12, 2009"
7763,Bupropion (Page 72),"November 12, 2009"
7764,Bupropion (Page 72),"November 11, 2009"
7765,Bupropion (Page 72),"November 7, 2009"
7766,Bupropion (Page 72),"November 1, 2009"
7767,Bupropion (Page 72),"October 28, 2009"
7768,Bupropion (Page 72),"October 27, 2009"
7769,Bupropion (Page 72),"October 26, 2009"
7770,Bupropion (Page 72),"October 24, 2009"
7771,Bupropion (Page 72),"October 20, 2009"
7772,Bupropion (Page 72),"October 19, 2009"
7773,Bupropion (Page 72),"October 16, 2009"
7774,Bupropion (Page 72),"October 13, 2009"
7775,Bupropion (Page 73),"October 12, 2009"
7776,Bupropion (Page 73),"October 11, 2009"
7777,Bupropion (Page 73),"October 11, 2009"
7778,Bupropion (Page 73),"October 10, 2009"
7779,Bupropion (Page 73),"October 8, 2009"
7780,Bupropion (Page 73),"October 4, 2009"
7781,Bupropion (Page 73),"September 25, 2009"
7782,Bupropion (Page 73),"September 24, 2009"
7783,Bupropion (Page 73),"September 23, 2009"
7784,Bupropion (Page 73),"September 13, 2009"
7785,Bupropion (Page 73),"September 10, 2009"
7786,Bupropion (Page 73),"September 9, 2009"
7787,Bupropion (Page 73),"September 6, 2009"
7788,Bupropion (Page 73),"September 4, 2009"
7789,Bupropion (Page 73),"September 2, 2009"
7790,Bupropion (Page 73),"August 31, 2009"
7791,Bupropion (Page 73),"August 29, 2009"
7792,Bupropion (Page 73),"August 27, 2009"
7793,Bupropion (Page 73),"August 18, 2009"
7794,Bupropion (Page 73),"August 17, 2009"
7795,Bupropion (Page 73),"August 13, 2009"
7796,Bupropion (Page 73),"August 10, 2009"
7797,Bupropion (Page 73),"August 9, 2009"
7798,Bupropion (Page 73),"August 4, 2009"
7799,Bupropion (Page 73),"August 1, 2009"
7800,Bupropion (Page 74),"July 31, 2009"
7801,Bupropion (Page 74),"July 29, 2009"
7802,Bupropion (Page 74),"July 29, 2009"
7803,Bupropion (Page 74),"July 24, 2009"
7804,Bupropion (Page 74),"July 22, 2009"
7805,Bupropion (Page 74),"July 21, 2009"
7806,Bupropion (Page 74),"July 14, 2009"
7807,Bupropion (Page 74),"July 11, 2009"
7808,Bupropion (Page 74),"July 7, 2009"
7809,Bupropion (Page 74),"June 22, 2009"
7810,Bupropion (Page 74),"June 18, 2009"
7811,Bupropion (Page 74),"June 18, 2009"
7812,Bupropion (Page 74),"June 17, 2009"
7813,Bupropion (Page 74),"June 15, 2009"
7814,Bupropion (Page 74),"June 15, 2009"
7815,Bupropion (Page 74),"June 14, 2009"
7816,Bupropion (Page 74),"June 11, 2009"
7817,Bupropion (Page 74),"June 10, 2009"
7818,Bupropion (Page 74),"June 9, 2009"
7819,Bupropion (Page 74),"June 9, 2009"
7820,Bupropion (Page 74),"June 9, 2009"
7821,Bupropion (Page 74),"June 8, 2009"
7822,Bupropion (Page 74),"June 5, 2009"
7823,Bupropion (Page 74),"June 4, 2009"
7824,Bupropion (Page 74),"June 3, 2009"
7825,Bupropion (Page 75),"June 3, 2009"
7826,Bupropion (Page 75),"June 2, 2009"
7827,Bupropion (Page 75),"May 29, 2009"
7828,Bupropion (Page 75),"May 21, 2009"
7829,Bupropion (Page 75),"May 14, 2009"
7830,Bupropion (Page 75),"May 11, 2009"
7831,Bupropion (Page 75),"May 4, 2009"
7832,Bupropion (Page 75),"May 3, 2009"
7833,Bupropion (Page 75),"May 2, 2009"
7834,Bupropion (Page 75),"April 30, 2009"
7835,Bupropion (Page 75),"April 23, 2009"
7836,Bupropion (Page 75),"April 19, 2009"
7837,Bupropion (Page 75),"April 19, 2009"
7838,Bupropion (Page 75),"April 14, 2009"
7839,Bupropion (Page 75),"April 14, 2009"
7840,Bupropion (Page 75),"April 1, 2009"
7841,Bupropion (Page 75),"March 27, 2009"
7842,Bupropion (Page 75),"March 21, 2009"
7843,Bupropion (Page 75),"March 19, 2009"
7844,Bupropion (Page 75),"March 19, 2009"
7845,Bupropion (Page 75),"March 19, 2009"
7846,Bupropion (Page 75),"March 10, 2009"
7847,Bupropion (Page 75),"March 10, 2009"
7848,Bupropion (Page 75),"March 7, 2009"
7849,Bupropion (Page 75),"February 25, 2009"
7850,Bupropion (Page 76),"February 24, 2009"
7851,Bupropion (Page 76),"February 23, 2009"
7852,Bupropion (Page 76),"February 22, 2009"
7853,Bupropion (Page 76),"February 19, 2009"
7854,Bupropion (Page 76),"February 17, 2009"
7855,Bupropion (Page 76),"February 17, 2009"
7856,Bupropion (Page 76),"February 16, 2009"
7857,Bupropion (Page 76),"February 12, 2009"
7858,Bupropion (Page 76),"February 7, 2009"
7859,Bupropion (Page 76),"February 6, 2009"
7860,Bupropion (Page 76),"February 2, 2009"
7861,Bupropion (Page 76),"January 19, 2009"
7862,Bupropion (Page 76),"December 28, 2008"
7863,Bupropion (Page 76),"December 27, 2008"
7864,Bupropion (Page 76),"December 18, 2008"
7865,Bupropion (Page 76),"December 4, 2008"
7866,Bupropion (Page 76),"November 29, 2008"
7867,Bupropion (Page 76),"November 21, 2008"
7868,Bupropion (Page 76),"November 16, 2008"
7869,Bupropion (Page 76),"November 3, 2008"
7870,Bupropion (Page 76),"October 6, 2008"
7871,Bupropion (Page 76),"September 9, 2008"
7872,Bupropion (Page 76),"August 24, 2008"
7873,Bupropion (Page 76),"August 16, 2008"
7874,Bupropion (Page 76),"July 31, 2008"
7875,Buspirone,"October 2, 2019"
7876,Buspirone,"October 2, 2019"
7877,Buspirone,"October 1, 2019"
7878,Buspirone,"October 1, 2019"
7879,Buspirone,"October 1, 2019"
7880,Buspirone,"September 30, 2019"
7881,Buspirone,"September 26, 2019"
7882,Buspirone,"September 25, 2019"
7883,Buspirone,"September 24, 2019"
7884,Buspirone,"September 23, 2019"
7885,Buspirone,"September 16, 2019"
7886,Buspirone,"September 10, 2019"
7887,Buspirone,"September 10, 2019"
7888,Buspirone,"September 10, 2019"
7889,Buspirone,"September 5, 2019"
7890,Buspirone,"September 5, 2019"
7891,Buspirone,"September 4, 2019"
7892,Buspirone,"September 3, 2019"
7893,Buspirone,"August 28, 2019"
7894,Buspirone,"August 27, 2019"
7895,Buspirone,"August 26, 2019"
7896,Buspirone,"August 26, 2019"
7897,Buspirone,"August 25, 2019"
7898,Buspirone,"August 23, 2019"
7899,Buspirone,"August 20, 2019"
7900,Buspirone (Page 2),"August 19, 2019"
7901,Buspirone (Page 2),"August 14, 2019"
7902,Buspirone (Page 2),"August 13, 2019"
7903,Buspirone (Page 2),"August 13, 2019"
7904,Buspirone (Page 2),"August 12, 2019"
7905,Buspirone (Page 2),"August 10, 2019"
7906,Buspirone (Page 2),"August 9, 2019"
7907,Buspirone (Page 2),"August 8, 2019"
7908,Buspirone (Page 2),"August 8, 2019"
7909,Buspirone (Page 2),"August 7, 2019"
7910,Buspirone (Page 2),"August 6, 2019"
7911,Buspirone (Page 2),"August 5, 2019"
7912,Buspirone (Page 2),"August 3, 2019"
7913,Buspirone (Page 2),"August 3, 2019"
7914,Buspirone (Page 2),"August 2, 2019"
7915,Buspirone (Page 2),"August 1, 2019"
7916,Buspirone (Page 2),"July 31, 2019"
7917,Buspirone (Page 2),"July 31, 2019"
7918,Buspirone (Page 2),"July 27, 2019"
7919,Buspirone (Page 2),"July 26, 2019"
7920,Buspirone (Page 2),"July 24, 2019"
7921,Buspirone (Page 2),"July 23, 2019"
7922,Buspirone (Page 2),"July 22, 2019"
7923,Buspirone (Page 2),"July 21, 2019"
7924,Buspirone (Page 2),"July 18, 2019"
7925,Buspirone (Page 3),"July 17, 2019"
7926,Buspirone (Page 3),"July 16, 2019"
7927,Buspirone (Page 3),"July 14, 2019"
7928,Buspirone (Page 3),"July 11, 2019"
7929,Buspirone (Page 3),"July 7, 2019"
7930,Buspirone (Page 3),"July 5, 2019"
7931,Buspirone (Page 3),"June 26, 2019"
7932,Buspirone (Page 3),"June 24, 2019"
7933,Buspirone (Page 3),"June 24, 2019"
7934,Buspirone (Page 3),"June 21, 2019"
7935,Buspirone (Page 3),"June 19, 2019"
7936,Buspirone (Page 3),"June 19, 2019"
7937,Buspirone (Page 3),"June 17, 2019"
7938,Buspirone (Page 3),"June 17, 2019"
7939,Buspirone (Page 3),"June 15, 2019"
7940,Buspirone (Page 3),"June 14, 2019"
7941,Buspirone (Page 3),"June 13, 2019"
7942,Buspirone (Page 3),"June 13, 2019"
7943,Buspirone (Page 3),"June 10, 2019"
7944,Buspirone (Page 3),"June 4, 2019"
7945,Buspirone (Page 3),"May 31, 2019"
7946,Buspirone (Page 3),"May 19, 2019"
7947,Buspirone (Page 3),"May 14, 2019"
7948,Buspirone (Page 3),"May 13, 2019"
7949,Buspirone (Page 3),"May 3, 2019"
7950,Buspirone (Page 4),"April 28, 2019"
7951,Buspirone (Page 4),"April 28, 2019"
7952,Buspirone (Page 4),"April 22, 2019"
7953,Buspirone (Page 4),"April 19, 2019"
7954,Buspirone (Page 4),"April 15, 2019"
7955,Buspirone (Page 4),"April 12, 2019"
7956,Buspirone (Page 4),"April 11, 2019"
7957,Buspirone (Page 4),"April 9, 2019"
7958,Buspirone (Page 4),"March 26, 2019"
7959,Buspirone (Page 4),"March 26, 2019"
7960,Buspirone (Page 4),"March 23, 2019"
7961,Buspirone (Page 4),"March 21, 2019"
7962,Buspirone (Page 4),"March 19, 2019"
7963,Buspirone (Page 4),"March 14, 2019"
7964,Buspirone (Page 4),"March 10, 2019"
7965,Buspirone (Page 4),"February 20, 2019"
7966,Buspirone (Page 4),"February 15, 2019"
7967,Buspirone (Page 4),"February 13, 2019"
7968,Buspirone (Page 4),"February 10, 2019"
7969,Buspirone (Page 4),"February 4, 2019"
7970,Buspirone (Page 4),"February 2, 2019"
7971,Buspirone (Page 4),"January 27, 2019"
7972,Buspirone (Page 4),"January 20, 2019"
7973,Buspirone (Page 4),"January 19, 2019"
7974,Buspirone (Page 4),"January 18, 2019"
7975,Buspirone (Page 5),"January 17, 2019"
7976,Buspirone (Page 5),"January 2, 2019"
7977,Buspirone (Page 5),"December 12, 2018"
7978,Buspirone (Page 5),"December 4, 2018"
7979,Buspirone (Page 5),"December 4, 2018"
7980,Buspirone (Page 5),"November 28, 2018"
7981,Buspirone (Page 5),"November 27, 2018"
7982,Buspirone (Page 5),"November 18, 2018"
7983,Buspirone (Page 5),"November 15, 2018"
7984,Buspirone (Page 5),"November 13, 2018"
7985,Buspirone (Page 5),"November 5, 2018"
7986,Buspirone (Page 5),"November 2, 2018"
7987,Buspirone (Page 5),"November 1, 2018"
7988,Buspirone (Page 5),"October 24, 2018"
7989,Buspirone (Page 5),"October 24, 2018"
7990,Buspirone (Page 5),"October 17, 2018"
7991,Buspirone (Page 5),"October 14, 2018"
7992,Buspirone (Page 5),"October 13, 2018"
7993,Buspirone (Page 5),"October 12, 2018"
7994,Buspirone (Page 5),"October 7, 2018"
7995,Buspirone (Page 5),"October 5, 2018"
7996,Buspirone (Page 5),"October 2, 2018"
7997,Buspirone (Page 5),"October 1, 2018"
7998,Buspirone (Page 5),"September 24, 2018"
7999,Buspirone (Page 5),"September 22, 2018"
8000,Buspirone (Page 6),"September 21, 2018"
8001,Buspirone (Page 6),"September 21, 2018"
8002,Buspirone (Page 6),"September 20, 2018"
8003,Buspirone (Page 6),"September 15, 2018"
8004,Buspirone (Page 6),"September 12, 2018"
8005,Buspirone (Page 6),"September 12, 2018"
8006,Buspirone (Page 6),"September 12, 2018"
8007,Buspirone (Page 6),"September 8, 2018"
8008,Buspirone (Page 6),"September 1, 2018"
8009,Buspirone (Page 6),"August 30, 2018"
8010,Buspirone (Page 6),"August 28, 2018"
8011,Buspirone (Page 6),"August 26, 2018"
8012,Buspirone (Page 6),"August 25, 2018"
8013,Buspirone (Page 6),"August 19, 2018"
